unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,facility_type,status,due_date,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,vehicle_type,taxi_company_borough,taxi_pick_up_location,bridge_highway_name,bridge_highway_direction,road_ramp,bridge_highway_segment,latitude,longitude,location
66466598,2025-10-14T01:09:46.000,2025-10-14T01:13:21.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10466,655 EAST  230 STREET,EAST  230 STREET,CARPENTER AVENUE,LOWERRE PLACE,CARPENTER AVENUE,LOWERRE PLACE,ADDRESS,BRONX,EAST  230 STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2025-10-14T01:13:26.000,12 BRONX,2048330028,BRONX,1022911,264242,MOBILE,Unspecified,BRONX,,,,,,,,40.89187242,-73.86016845,"
,  
(40.89187241649303, -73.86016845296459)"
66471767,2025-10-14T01:09:13.000,,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10018,350 WEST   37 STREET,WEST   37 STREET,8 AVENUE,9 AVENUE,8 AVENUE,9 AVENUE,ADDRESS,NEW YORK,WEST   37 STREET,,In Progress,,,2025-10-14T02:06:01.000,04 MANHATTAN,1007600068,MANHATTAN,986044,214232,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.75469369,-73.99352471,"
,  
(40.75469368566714, -73.9935247127901)"
66462330,2025-10-14T01:09:02.000,2025-10-14T01:13:10.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10466,655 EAST  230 STREET,EAST  230 STREET,CARPENTER AVENUE,LOWERRE PLACE,CARPENTER AVENUE,LOWERRE PLACE,ADDRESS,BRONX,EAST  230 STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2025-10-14T01:13:15.000,12 BRONX,2048330028,BRONX,1022911,264242,MOBILE,Unspecified,BRONX,,,,,,,,40.89187242,-73.86016845,"
,  
(40.89187241649303, -73.86016845296459)"
66463401,2025-10-14T01:08:57.000,2025-10-14T01:25:33.000,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,10312,MCARTHUR AVENUE,MCARTHUR AVENUE,MCARTHUR AVENUE,VAN ALLEN AVENUE,MCARTHUR AVENUE,VAN ALLEN AVENUE,INTERSECTION,,,,Closed,,The Police Department issued a summons in response to the complaint.,2025-10-14T01:25:38.000,03 STATEN ISLAND,,STATEN ISLAND,934933,141621,MOBILE,Unspecified,STATEN ISLAND,,,,,,,,40.55525552,-74.1774742,"
,  
(40.55525552433446, -74.17747419862938)"
66467426,2025-10-14T01:08:37.000,,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11223,1960 EAST    8 STREET,EAST    8 STREET,AVENUE S,AVENUE T,AVENUE S,AVENUE T,ADDRESS,BROOKLYN,EAST    8 STREET,,In Progress,,,,15 BROOKLYN,3070890034,BROOKLYN,994342,158372,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.6013651,-73.96365745,"
,  
(40.60136509905671, -73.96365745374592)"
66462331,2025-10-14T01:08:21.000,2025-10-14T01:13:16.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10466,655 EAST  230 STREET,EAST  230 STREET,CARPENTER AVENUE,LOWERRE PLACE,CARPENTER AVENUE,LOWERRE PLACE,ADDRESS,BRONX,EAST  230 STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2025-10-14T01:13:22.000,12 BRONX,2048330028,BRONX,1022911,264242,MOBILE,Unspecified,BRONX,,,,,,,,40.89187242,-73.86016845,"
,  
(40.89187241649303, -73.86016845296459)"
66471862,2025-10-14T01:07:49.000,,DSNY,Department of Sanitation,Residential Disposal Complaint,Trash or Recycling Not Secure,Sidewalk,10009,286 EAST    2 STREET,EAST    2 STREET,EAST HOUSTON STREET,AVENUE D,EAST HOUSTON STREET,AVENUE D,ADDRESS,NEW YORK,EAST    2 STREET,,In Progress,,,,03 MANHATTAN,1003720056,MANHATTAN,989831,201696,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.72028389,-73.97986627,"
,  
(40.72028388988544, -73.97986626537862)"
66471082,2025-10-14T01:07:36.000,2025-10-14T01:13:13.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10466,655 EAST  230 STREET,EAST  230 STREET,CARPENTER AVENUE,LOWERRE PLACE,CARPENTER AVENUE,LOWERRE PLACE,ADDRESS,BRONX,EAST  230 STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2025-10-14T01:13:20.000,12 BRONX,2048330028,BRONX,1022911,264242,MOBILE,Unspecified,BRONX,,,,,,,,40.89187242,-73.86016845,"
,  
(40.89187241649303, -73.86016845296459)"
66463091,2025-10-14T01:07:32.000,2025-10-14T02:43:57.000,DHS,Department of Homeless Services,Homeless Person Assistance,Non-Chronic,Street/Sidewalk,10002,80 HENRY STREET,HENRY STREET,MANHATTAN BRIDGE,6 AVENUE LINE,MANHATTAN BRIDGE,6 AVENUE LINE,ADDRESS,NEW YORK,HENRY STREET,,Closed,,The person has refused services from the mobile outreach response team.,2025-10-14T02:40:43.000,03 MANHATTAN,1002750003,MANHATTAN,985963,199067,MOBILE,Unspecified,MANHATTAN,,,,,,,,40.71306951,-73.99382094,"
,  
(40.713069509562175, -73.9938209363574)"
66464666,2025-10-14T01:07:03.000,,DSNY,Department of Sanitation,Obstruction,Merchandise,Sidewalk,10026,130 LENOX AVENUE,LENOX AVENUE,WEST  116 STREET,WEST  117 STREET,WEST  116 STREET,WEST  117 STREET,ADDRESS,NEW YORK,LENOX AVENUE,,In Progress,,,,10 MANHATTAN,1016007501,MANHATTAN,998252,231602,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.80235884,-73.9494248,"
,  
(40.80235883795086, -73.94942480453088)"
66463842,2025-10-14T01:06:57.000,2025-10-14T01:13:12.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10466,655 EAST  230 STREET,EAST  230 STREET,CARPENTER AVENUE,LOWERRE PLACE,CARPENTER AVENUE,LOWERRE PLACE,ADDRESS,BRONX,EAST  230 STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2025-10-14T01:13:19.000,12 BRONX,2048330028,BRONX,1022911,264242,MOBILE,Unspecified,BRONX,,,,,,,,40.89187242,-73.86016845,"
,  
(40.89187241649303, -73.86016845296459)"
66468768,2025-10-14T01:06:52.000,,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11419,103-35 109 STREET,109 STREET,103 AVENUE,LIBERTY AVENUE,103 AVENUE,LIBERTY AVENUE,ADDRESS,SOUTH RICHMOND HILL,109 STREET,,In Progress,,,,10 QUEENS,4095140038,QUEENS,1030528,188884,PHONE,Unspecified,QUEENS,,,,,,,,40.68499874,-73.83313806,"
,  
(40.68499873571976, -73.83313805935316)"
66465836,2025-10-14T01:06:52.000,,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11214,1915 79 STREET,79 STREET,19 AVENUE,20 AVENUE,19 AVENUE,20 AVENUE,ADDRESS,BROOKLYN,79 STREET,,In Progress,,,,11 BROOKLYN,3062620072,BROOKLYN,985422,161358,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.60956673,-73.99577896,"
,  
(40.60956672830368, -73.99577896395125)"
66471822,2025-10-14T01:06:40.000,2025-10-14T01:45:22.000,NYPD,New York City Police Department,Encampment,N/A,Subway,,,,,,,,,,,,Closed,,The Police Department visited the location and no Encampment was found.,2025-10-14T01:45:26.000,Unspecified MANHATTAN,,MANHATTAN,986081,213355,MOBILE,Unspecified,MANHATTAN,,,,A,A Express platform,,Platform,40.75228654,-73.9933914,"
,  
(40.75228653558433, -73.99339140331507)"
66464527,2025-10-14T01:06:07.000,,NYPD,New York City Police Department,Non-Emergency Police Matter,Other (complaint details),Residential Building/House,11368,40-22 98 STREET,98 STREET,40 ROAD,41 AVENUE,40 ROAD,41 AVENUE,ADDRESS,CORONA,98 STREET,,In Progress,,,,04 QUEENS,4016060061,QUEENS,1021067,212069,ONLINE,Unspecified,QUEENS,,,,,,,,40.74868034,-73.86712418,"
,  
(40.748680336187526, -73.86712417999709)"
66472488,2025-10-14T01:06:07.000,2025-10-14T01:13:15.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10466,655 EAST  230 STREET,EAST  230 STREET,CARPENTER AVENUE,LOWERRE PLACE,CARPENTER AVENUE,LOWERRE PLACE,ADDRESS,BRONX,EAST  230 STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2025-10-14T01:13:20.000,12 BRONX,2048330028,BRONX,1022911,264242,MOBILE,Unspecified,BRONX,,,,,,,,40.89187242,-73.86016845,"
,  
(40.89187241649303, -73.86016845296459)"
66465962,2025-10-14T01:06:06.000,,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10018,350 WEST   37 STREET,WEST   37 STREET,8 AVENUE,9 AVENUE,8 AVENUE,9 AVENUE,ADDRESS,NEW YORK,WEST   37 STREET,,In Progress,,,2025-10-14T02:03:32.000,04 MANHATTAN,1007600068,MANHATTAN,986044,214232,PHONE,Unspecified,MANHATTAN,,,,,,,,40.75469369,-73.99352471,"
,  
(40.75469368566714, -73.9935247127901)"
66469557,2025-10-14T01:05:33.000,2025-10-14T01:13:13.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10466,655 EAST  230 STREET,EAST  230 STREET,CARPENTER AVENUE,LOWERRE PLACE,CARPENTER AVENUE,LOWERRE PLACE,ADDRESS,BRONX,EAST  230 STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2025-10-14T01:13:23.000,12 BRONX,2048330028,BRONX,1022911,264242,MOBILE,Unspecified,BRONX,,,,,,,,40.89187242,-73.86016845,"
,  
(40.89187241649303, -73.86016845296459)"
66463061,2025-10-14T01:05:26.000,,DOT,Department of Transportation,Sidewalk Condition,Broken Sidewalk,Sidewalk,11214,8786 21 AVENUE,21 AVENUE,BATH AVENUE,CROPSEY AVENUE,BATH AVENUE,CROPSEY AVENUE,ADDRESS,BROOKLYN,21 AVENUE,,In Progress,,,,11 BROOKLYN,3064440044,BROOKLYN,984253,157689,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.59949615,-73.9999892,"
,  
(40.599496148750944, -73.99998919692986)"
66464589,2025-10-14T01:05:15.000,2025-10-14T01:36:10.000,NYPD,New York City Police Department,Encampment,N/A,Subway,,,,,,,,,,,,Closed,,The Police Department visited the location and no Encampment was found.,2025-10-14T01:36:14.000,Unspecified MANHATTAN,,MANHATTAN,987638,201032,MOBILE,Unspecified,MANHATTAN,,,,J,J M Z to Broad St (JZ) Uptown (M),,Platform,40.71846248,-73.98777796,"
,  
(40.7184624813724, -73.98777795585599)"
66465156,2025-10-14T01:04:39.000,2025-10-14T01:13:16.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10466,655 EAST  230 STREET,EAST  230 STREET,CARPENTER AVENUE,LOWERRE PLACE,CARPENTER AVENUE,LOWERRE PLACE,ADDRESS,BRONX,EAST  230 STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2025-10-14T01:13:23.000,12 BRONX,2048330028,BRONX,1022911,264242,MOBILE,Unspecified,BRONX,,,,,,,,40.89187242,-73.86016845,"
,  
(40.89187241649303, -73.86016845296459)"
66463678,2025-10-14T01:04:08.000,2025-10-14T01:13:20.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10466,655 EAST  230 STREET,EAST  230 STREET,CARPENTER AVENUE,LOWERRE PLACE,CARPENTER AVENUE,LOWERRE PLACE,ADDRESS,BRONX,EAST  230 STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2025-10-14T01:13:24.000,12 BRONX,2048330028,BRONX,1022911,264242,MOBILE,Unspecified,BRONX,,,,,,,,40.89187242,-73.86016845,"
,  
(40.89187241649303, -73.86016845296459)"
66464382,2025-10-14T01:03:32.000,,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,10462,2024 MULINER AVENUE,MULINER AVENUE,NEILL AVENUE,BRADY AVENUE,NEILL AVENUE,BRADY AVENUE,ADDRESS,BRONX,MULINER AVENUE,,In Progress,,,2025-10-14T02:03:32.000,11 BRONX,2042950015,BRONX,1022407,249603,PHONE,Unspecified,BRONX,,,,,,,,40.85169509,-73.86207472,"
,  
(40.851695092378414, -73.86207471644185)"
66463761,2025-10-14T01:03:12.000,2025-10-14T01:13:09.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10466,655 EAST  230 STREET,EAST  230 STREET,CARPENTER AVENUE,LOWERRE PLACE,CARPENTER AVENUE,LOWERRE PLACE,ADDRESS,BRONX,EAST  230 STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2025-10-14T01:13:14.000,12 BRONX,2048330028,BRONX,1022911,264242,MOBILE,Unspecified,BRONX,,,,,,,,40.89187242,-73.86016845,"
,  
(40.89187241649303, -73.86016845296459)"
66464425,2025-10-14T01:03:09.000,,DPR,Department of Parks and Recreation,Damaged Tree,Tree Alive - in Poor Condition,Street,11234,1595 EAST   34 STREET,EAST   34 STREET,AVENUE N,AVENUE P,AVENUE N,AVENUE P,ADDRESS,BROOKLYN,EAST   34 STREET,,In Progress,,,,18 BROOKLYN,3076960024,BROOKLYN,1000624,163778,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.61619408,-73.94102209,"
,  
(40.61619407709646, -73.94102208923462)"
66463053,2025-10-14T01:02:47.000,,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10453,1915 MORRIS AVENUE,MORRIS AVENUE,EAST  177 STREET,EAST TREMONT AVENUE,EAST  177 STREET,EAST TREMONT AVENUE,ADDRESS,BRONX,MORRIS AVENUE,,In Progress,,,,05 BRONX,2028280030,BRONX,1009727,248980,ONLINE,Unspecified,BRONX,,,,,,,,40.85003084,-73.90791116,"
,  
(40.850030836282414, -73.90791116374275)"
66464385,2025-10-14T01:02:45.000,,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11209,138 71 STREET,71 STREET,RIDGE CREST TERRACE,PERRY TERRACE,RIDGE CREST TERRACE,PERRY TERRACE,ADDRESS,BROOKLYN,71 STREET,,In Progress,,Your complaint has been received by the Police Department and additional information will be available later.,2025-10-14T01:24:58.000,10 BROOKLYN,3058890014,BROOKLYN,975627,170710,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.6352319,-74.03106825,"
,  
(40.63523189514374, -74.03106825346349)"
66465291,2025-10-14T01:02:44.000,2025-10-14T01:13:19.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10466,655 EAST  230 STREET,EAST  230 STREET,CARPENTER AVENUE,LOWERRE PLACE,CARPENTER AVENUE,LOWERRE PLACE,ADDRESS,BRONX,EAST  230 STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2025-10-14T01:13:21.000,12 BRONX,2048330028,BRONX,1022911,264242,MOBILE,Unspecified,BRONX,,,,,,,,40.89187242,-73.86016845,"
,  
(40.89187241649303, -73.86016845296459)"
66465954,2025-10-14T01:02:35.000,,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11205,39 AUBURN PLACE,AUBURN PLACE,NORTH ELLIOTT PLACE,NORTH PORTLAND AVENUE,NORTH ELLIOTT PLACE,NORTH PORTLAND AVENUE,ADDRESS,BROOKLYN,AUBURN PLACE,,In Progress,,,2025-10-14T02:05:29.000,02 BROOKLYN,3020390101,BROOKLYN,990817,192265,PHONE,Unspecified,BROOKLYN,,,,,,,,40.69439735,-73.97631842,"
,  
(40.694397347412604, -73.97631841951525)"
66463047,2025-10-14T01:02:22.000,,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10452,134 EAST  170 STREET,EAST  170 STREET,WYTHE PLACE,GRAND CONCOURSE,WYTHE PLACE,GRAND CONCOURSE,ADDRESS,BRONX,EAST  170 STREET,,In Progress,,,2025-10-14T02:09:08.000,04 BRONX,2028420051,BRONX,1007821,245000,ONLINE,Unspecified,BRONX,,,,,,,,40.8391122,-73.91481455,"
,  
(40.83911220271634, -73.91481455225497)"
66472279,2025-10-14T01:02:02.000,2025-10-14T01:23:19.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,10467,789 ALLERTON AVENUE,ALLERTON AVENUE,WALLACE AVENUE,BARNES AVENUE,WALLACE AVENUE,BARNES AVENUE,ADDRESS,BRONX,ALLERTON AVENUE,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2025-10-14T01:23:22.000,11 BRONX,2045120060,BRONX,1021884,254635,MOBILE,Unspecified,BRONX,,,,,,,,40.86550865,-73.86393694,"
,  
(40.86550865075641, -73.8639369374911)"
66465292,2025-10-14T01:01:45.000,2025-10-14T01:13:14.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10466,655 EAST  230 STREET,EAST  230 STREET,CARPENTER AVENUE,LOWERRE PLACE,CARPENTER AVENUE,LOWERRE PLACE,ADDRESS,BRONX,EAST  230 STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2025-10-14T01:13:18.000,12 BRONX,2048330028,BRONX,1022911,264242,MOBILE,Unspecified,BRONX,,,,,,,,40.89187242,-73.86016845,"
,  
(40.89187241649303, -73.86016845296459)"
66469651,2025-10-14T01:01:20.000,2025-10-14T01:13:18.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10466,655 EAST  230 STREET,EAST  230 STREET,CARPENTER AVENUE,LOWERRE PLACE,CARPENTER AVENUE,LOWERRE PLACE,ADDRESS,BRONX,EAST  230 STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2025-10-14T01:13:25.000,12 BRONX,2048330028,BRONX,1022911,264242,MOBILE,Unspecified,BRONX,,,,,,,,40.89187242,-73.86016845,"
,  
(40.89187241649303, -73.86016845296459)"
66463129,2025-10-14T01:01:19.000,2025-10-14T01:46:42.000,NYPD,New York City Police Department,Panhandling,N/A,Subway,,,,,,,,,,,,Closed,,The Police Department responded and upon arrival those responsible for the condition were gone.,2025-10-14T01:46:49.000,Unspecified MANHATTAN,,MANHATTAN,985936,201694,MOBILE,Unspecified,MANHATTAN,,,,J,,,Mezzanine,40.72028,-73.99391767,"
,  
(40.72028000014199, -73.99391767168628)"
66470917,2025-10-14T01:00:40.000,2025-10-14T01:36:48.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11413,220-22 147 AVENUE,147 AVENUE,SPRINGFIELD BOULEVARD,SPRINGFIELD LANE,SPRINGFIELD BOULEVARD,SPRINGFIELD LANE,ADDRESS,SPRINGFIELD GARDENS,147 AVENUE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,2025-10-14T01:36:51.000,13 QUEENS,4134340103,QUEENS,1050615,179603,PHONE,Unspecified,QUEENS,,,,,,,,40.65939675,-73.76080319,"
,  
(40.65939675000945, -73.76080319467025)"
66467384,2025-10-14T01:00:24.000,,NYPD,New York City Police Department,Animal-Abuse,Tortured,Residential Building/House,10034,120 SHERMAN AVENUE,SHERMAN AVENUE,DYCKMAN STREET,ACADEMY STREET,DYCKMAN STREET,ACADEMY STREET,ADDRESS,NEW YORK,SHERMAN AVENUE,,In Progress,,,,12 MANHATTAN,1022240036,MANHATTAN,1005074,254087,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.86406022,-73.92471396,"
,  
(40.8640602176717, -73.92471396313509)"
66468252,2025-10-14T01:00:17.000,2025-10-14T01:13:04.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10466,655 EAST  230 STREET,EAST  230 STREET,CARPENTER AVENUE,LOWERRE PLACE,CARPENTER AVENUE,LOWERRE PLACE,ADDRESS,BRONX,EAST  230 STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2025-10-14T01:13:09.000,12 BRONX,2048330028,BRONX,1022911,264242,MOBILE,Unspecified,BRONX,,,,,,,,40.89187242,-73.86016845,"
,  
(40.89187241649303, -73.86016845296459)"
66468886,2025-10-14T01:00:01.000,,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11209,138 71 STREET,71 STREET,RIDGE CREST TERRACE,PERRY TERRACE,RIDGE CREST TERRACE,PERRY TERRACE,ADDRESS,BROOKLYN,71 STREET,,In Progress,,Your complaint has been received by the Police Department and additional information will be available later.,2025-10-14T01:19:17.000,10 BROOKLYN,3058890014,BROOKLYN,975627,170710,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.6352319,-74.03106825,"
,  
(40.63523189514374, -74.03106825346349)"
66472484,2025-10-14T00:59:55.000,2025-10-14T01:13:17.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10466,655 EAST  230 STREET,EAST  230 STREET,CARPENTER AVENUE,LOWERRE PLACE,CARPENTER AVENUE,LOWERRE PLACE,ADDRESS,BRONX,EAST  230 STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2025-10-14T01:13:26.000,12 BRONX,2048330028,BRONX,1022911,264242,MOBILE,Unspecified,BRONX,,,,,,,,40.89187242,-73.86016845,"
,  
(40.89187241649303, -73.86016845296459)"
66463939,2025-10-14T00:59:49.000,2025-10-14T01:18:32.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10012,THOMPSON STREET,THOMPSON STREET,THOMPSON STREET,WEST    3 STREET,THOMPSON STREET,WEST    3 STREET,INTERSECTION,,,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2025-10-14T01:18:36.000,02 MANHATTAN,,MANHATTAN,984637,205121,PHONE,Unspecified,MANHATTAN,,,,,,,,40.72968644,-73.99860368,"
,  
(40.72968643549426, -73.99860368130425)"
66465059,2025-10-14T00:59:23.000,2025-10-14T01:25:58.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11103,36-08 30 AVENUE,30 AVENUE,36 STREET,37 STREET,36 STREET,37 STREET,ADDRESS,ASTORIA,30 AVENUE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,2025-10-14T01:26:02.000,01 QUEENS,4006510044,QUEENS,1007178,217974,ONLINE,Unspecified,QUEENS,,,,,,,,40.76493497,-73.91723064,"
,  
(40.7649349673246, -73.91723063750871)"
66465286,2025-10-14T00:58:50.000,2025-10-14T01:13:12.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10466,655 EAST  230 STREET,EAST  230 STREET,CARPENTER AVENUE,LOWERRE PLACE,CARPENTER AVENUE,LOWERRE PLACE,ADDRESS,BRONX,EAST  230 STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2025-10-14T01:13:20.000,12 BRONX,2048330028,BRONX,1022911,264242,MOBILE,Unspecified,BRONX,,,,,,,,40.89187242,-73.86016845,"
,  
(40.89187241649303, -73.86016845296459)"
66466664,2025-10-14T00:58:31.000,2025-10-14T01:13:15.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10466,655 EAST  230 STREET,EAST  230 STREET,CARPENTER AVENUE,LOWERRE PLACE,CARPENTER AVENUE,LOWERRE PLACE,ADDRESS,BRONX,EAST  230 STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2025-10-14T01:13:17.000,12 BRONX,2048330028,BRONX,1022911,264242,MOBILE,Unspecified,BRONX,,,,,,,,40.89187242,-73.86016845,"
,  
(40.89187241649303, -73.86016845296459)"
66473141,2025-10-14T00:58:21.000,,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Traffic,Street/Sidewalk,11414,156-28 78 STREET,78 STREET,156 AVENUE,157 AVENUE,156 AVENUE,157 AVENUE,ADDRESS,HOWARD BEACH,78 STREET,,In Progress,,,,10 QUEENS,4139407501,QUEENS,1024444,180331,ONLINE,Unspecified,QUEENS,SUV,,,,,,,40.66155242,-73.85512575,"
,  
(40.661552422617255, -73.8551257512088)"
66463048,2025-10-14T00:58:18.000,,NYPD,New York City Police Department,Noise - Commercial,Loud Talking,Store/Commercial,11385,56-53 MYRTLE AVENUE,MYRTLE AVENUE,CATALPA AVENUE,HANCOCK STREET,CATALPA AVENUE,HANCOCK STREET,ADDRESS,RIDGEWOOD,MYRTLE AVENUE,,In Progress,,,,05 QUEENS,4034640026,QUEENS,1010750,194440,MOBILE,Unspecified,QUEENS,,,,,,,,40.70032997,-73.90442853,"
,  
(40.70032997379337, -73.90442852970237)"
66470435,2025-10-14T00:57:31.000,2025-10-14T01:33:20.000,NYPD,New York City Police Department,Encampment,N/A,Park/Playground,11207,987 WILLIAMS AVENUE,WILLIAMS AVENUE,GLENWOOD ROAD,FLATLANDS AVENUE,GLENWOOD ROAD,FLATLANDS AVENUE,ADDRESS,BROOKLYN,WILLIAMS AVENUE,,Closed,,The Police Department visited the location and no Encampment was found.,2025-10-14T01:33:23.000,18 BROOKLYN,3081580150,BROOKLYN,1014068,176540,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.65118799,-73.89254146,"
,  
(40.65118798834268, -73.89254146448195)"
66471085,2025-10-14T00:57:22.000,2025-10-14T01:13:13.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10466,655 EAST  230 STREET,EAST  230 STREET,CARPENTER AVENUE,LOWERRE PLACE,CARPENTER AVENUE,LOWERRE PLACE,ADDRESS,BRONX,EAST  230 STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2025-10-14T01:13:23.000,12 BRONX,2048330028,BRONX,1022911,264242,MOBILE,Unspecified,BRONX,,,,,,,,40.89187242,-73.86016845,"
,  
(40.89187241649303, -73.86016845296459)"
66469652,2025-10-14T00:57:07.000,2025-10-14T01:13:18.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10466,655 EAST  230 STREET,EAST  230 STREET,CARPENTER AVENUE,LOWERRE PLACE,CARPENTER AVENUE,LOWERRE PLACE,ADDRESS,BRONX,EAST  230 STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2025-10-14T01:13:26.000,12 BRONX,2048330028,BRONX,1022911,264242,MOBILE,Unspecified,BRONX,,,,,,,,40.89187242,-73.86016845,"
,  
(40.89187241649303, -73.86016845296459)"
66465945,2025-10-14T00:57:01.000,,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11228,1519 INDEPENDENCE AVENUE,INDEPENDENCE AVENUE,15 AVENUE,BAY   10 STREET,15 AVENUE,BAY   10 STREET,ADDRESS,BROOKLYN,INDEPENDENCE AVENUE,,In Progress,,,,11 BROOKLYN,3064850003,BROOKLYN,979688,159338,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.60402114,-74.01642898,"
,  
(40.60402114460441, -74.01642898215694)"
